Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,20,0.2513054,0.5065843,3.852485,0,0.3845996,0.5018169,0.2076914,0.5785188,0,0,4.3,892
1,23,0.2531326,0.505037,3.690762,0,0.38823,0.5020639,0.2073686,0.5803418,0,0.6,4.627907,883
2,29,0.2510268,0.505488,3.524851,0,0.3926338,0.4975665,0.2046776,0.592571,0,1.8,4.347222,864
3,29,0.2501303,0.50568,3.53149,0,0.3945087,0.4956518,0.2035319,0.5977775,4,0.6,4.148515,931
