Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,202,0.2483476,0.4968482,6.230835,0,0.200299,0.9264614,0,0.9469842,0,13.2,0,892
1,192,0.2481943,0.4962259,6.507774,0,0.2133105,0.9254438,0,0.9457506,0,14.8,0,883
2,179,0.2483333,0.496474,6.837351,0,0.2204919,0.9258074,0,0.9448197,0,2.2,0,864
3,168,0.2487121,0.4967312,7.001472,0,0.2318642,0.9268515,0,0.9438475,0,3.2,0,931
