Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,83,0.4970698,0.700146,6.322152,0,0.3013167,0.9275221,0,0.955956,0,6.6,0,892
1,86,0.4978485,0.70017,6.739883,0,0.3076976,0.9271807,0,0.9563326,0,7.2,0,883
2,92,0.4983495,0.7001943,7.074072,0,0.3189084,0.9277958,0,0.9569769,0,1.8,0,864
3,95,0.498403,0.7002268,7.309241,0,0.3264204,0.9280068,0,0.9567689,0,0.6,0,931
