Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,27,0.5024776,0.794254,3.154261,0,0.1317853,0.901485,0,0.6642334,0,0.4,3.555556,892
1,37,0.5018698,0.7984235,2.964431,0,0.228524,0.9104207,0,0.6600706,0,2.4,3.0625,883
2,40,0.5032193,0.7997264,2.995289,0,0.2687859,0.9153245,0,0.6625434,0,2.6,3.711539,864
3,40,0.5038191,0.8003054,3.09538,0,0.2866801,0.917504,0,0.6636425,0,0,4.243055,931
