Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,22,0.108408,0.301696,5.362092,1,0.1682639,0.9187474,0,0.9773663,0,2.4,0,892
1,22,0.108408,0.301696,5.930649,1,0.1682639,0.9187474,0,0.9773663,0,2.4,0,883
2,22,0.108408,0.301696,6.494307,1,0.1682639,0.9187474,0,0.9773663,0,0,0,864
3,22,0.108408,0.301696,6.902964,1,0.1682639,0.9187474,0,0.9773663,0,0,0,931
