Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,19,0.0205124,0.2256655,3.097332,0,0.5834441,0.7784709,0.208221,0.3003112,0,0.8,3.684211,892
1,22,0.02092379,0.2278868,3.17991,0,0.554553,0.7786385,0.2062349,0.3084931,5,1.4,4.097561,883
2,22,0.02104786,0.2285567,3.330874,0,0.5458397,0.778689,0.2056359,0.3109607,1,0.6,4.396825,864
3,22,0.02171794,0.2285754,3.388349,0,0.5311316,0.7752863,0.2068,0.3159397,1,0.6,4.75,931
