Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,29,0.5277858,0.7068154,3.990962,0,0.7837782,0.8814783,0.04761457,0.3249075,0,1.4,1.896552,892
1,32,0.5298238,0.7058381,4.111067,0,0.7794951,0.886755,0.04768741,0.3226927,0,2,2.098361,883
2,32,0.5304593,0.7055334,4.298922,0,0.7781595,0.8884004,0.04771012,0.322002,0,0.6,2.290323,864
3,36,0.5302368,0.7048094,4.383265,0,0.7755334,0.8926389,0.04782194,0.3196325,0,0.8,2.449612,931
