Hours,Pop,MinT,MaxT,Speed,Gen,Agg,D1,D2,FM,KPS,BPS,nPrey,TotPop
0,48,0.2310514,0.5008317,7.014039,0,0.6622444,0.9275419,0,0.8170219,0,1.4,8.3,892
1,54,0.2318651,0.5020758,7.155263,0,0.6529683,0.9256257,0,0.8213348,0,2.6,8.048077,883
2,58,0.2329948,0.5027297,7.323699,0,0.6462948,0.9239244,0,0.8234068,6,1.2,7.87037,864
3,57,0.2332582,0.5031331,7.524062,0,0.6454645,0.9235296,0,0.8228943,2,0.4,7.470046,931
